ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
16,30,8041,YMCA,0,,118890.6667,1.298110142,103.8478064,keep
16,31,8031,Dhoby Ghaut Stn Exit B,1,"['North-South Line', 'Circle Line', 'North-East Line']",177667.6667,1.298311538,103.845257,keep
16,32,8111,Winsland Hse,0,,91555.33333,1.299869287,103.8409375,keep
16,33,8121,Somerset Stn,1,['North-South Line'],236871.6667,1.300275693,103.8387762,keep
16,34,9059,Somerset Youth Pk,0,,53530.33333,1.300442518,103.836238,keep
16,35,9022,ORCHARD STN EXIT 13,0,,181057.3333,1.302528348,103.8323978,keep
16,36,13199,AFT ORCHARD STN EXIT 12,0,,40502,1.302127,103.829875,keep
16,37,13159,Bef Zion Full Gospel Ch,0,,22784,1.297960115,103.8305318,keep
16,38,13139,The Trillium,0,,55551.33333,1.295042619,103.8320553,keep
16,39,13119,Opp Great World City,0,,12992,1.293615,103.832759,keep
16,40,6129,Grand Copthorne Hotel,0,,24396,1.290781621,103.8344092,keep
16,41,6069,Aft Furama RiverFront,0,,21970,1.286231577,103.8349616,keep
16,42,6051,Blk 55,0,,83836,1.28475981,103.8340567,keep
16,43,10141,Blk 18,0,,102106.3333,1.285838471,103.8323818,keep
16,44,10151,Ctrl Green Condo,0,,57988.33333,1.285720484,103.8285292,keep
16,45,10161,Opp Tiong Bahru Stn/Plaza,1,['East-West Line'],425260,1.285931354,103.8266897,keep
16,46,10171,Opp Tiong Bahru Pk,0,,21010.66667,1.28736808,103.82346,keep
16,47,10359,Opp Blk 95C,0,,16815,1.287238333,103.822593,keep
16,48,10349,Blk 116,0,,104017.6667,1.284977,103.821011,keep
16,49,10009,Bt Merah Int,0,,378351,1.282101559,103.8172248,keep
16,50,10341,Opp Blk 116,0,,56263.33333,1.284846396,103.820593,keep
16,51,10351,Blk 95B,0,,44591,1.286755018,103.8220499,keep
16,52,10179,Tiong Bahru Pk,0,,17882,1.287223333,103.8239583,keep
16,53,10169,Tiong Bahru Stn/Plaza,1,['East-West Line'],508399,1.285999614,103.8274812,keep
16,54,10149,Blk 1,0,,114409.3333,1.286067975,103.8328338,keep
16,55,6071,HAVELOCK STN EXIT 2,0,,46567.33333,1.286858595,103.8336003,keep
16,56,6081,HAVELOCK STN EXIT 3,0,,18214,1.288370864,103.8334988,keep
16,57,6131,Aft Blk 87,0,,19066.66667,1.291524722,103.8322275,keep
16,58,13121,Opp Great World City,0,,71199,1.294092217,103.8308378,keep
16,59,13141,Aft Zion Full Gospel Ch,0,,30036,1.297636828,103.8299799,keep
16,60,13191,OPP ORCHARD STN EXIT 12,0,,48616,1.302461,103.8297819,keep
16,61,9048,Orchard Stn/Lucky Plaza,1,"['Thomson-East Coast Line', 'North-South Line']",267663.3333,1.303866844,103.8341307,keep
16,62,9038,Opp Somerset Stn,1,['North-South Line'],167215.3333,1.301542625,103.8385248,keep
16,63,8138,Concorde Hotel S'pore,0,,116284.6667,1.300478573,103.841847,keep
16,64,8057,Dhoby Ghaut Stn,1,"['North-South Line', 'Circle Line', 'North-East Line']",358757.6667,1.299309973,103.8452902,keep
16,65,8069,Bencoolen Stn Exit B,1,['Downtown Line'],166238.3333,1.298213823,103.8493613,keep
16,66,4179,Aft Bras Basah Stn Exit A,1,['Circle Line'],59010,1.296479163,103.8514716,keep
16,67,2049,Raffles Hotel,0,,86640.33333,1.294520912,103.8540216,keep
16,68,80151,Opp Suntec City,0,,40842.33333,1.296265,103.857666,keep
16,69,80161,Opp Nicoll Highway Stn,1,['Circle Line'],32170.66667,1.300327156,103.8624541,keep
16,70,80211,Opp Natl Stadium,0,,11996,1.307128036,103.8754811,keep
16,71,80149,S.A. Deaf,0,,48139.66667,1.307496371,103.8798058,keep
16,72,81171,Blk 39,0,,75859.66667,1.307517037,103.8850075,keep
16,73,81181,Dakota Stn Exit A/Blk 99,1,['Circle Line'],127141,1.308455448,103.8884721,keep
16,74,81191,AFT OLD AIRPORT RD,0,,6448,1.309131667,103.8918,remove
16,75,82121,Questa @ Dunman,0,,23739.33333,1.309651506,103.8965764,remove
16,76,82131,Opp Maranatha Hall,0,,34413.33333,1.309559796,103.9003489,remove
16,77,92179,Aft Duku Rd,0,,21205.66667,1.308036213,103.903498,remove
16,78,92189,Opp 112 Katong,0,,18944,1.304764722,103.9059236,remove
16,79,92051,Marine Pde Stn Exit 4,1,['Thomson-East Coast Line'],44605.66667,1.304618347,103.907833,keep
16,80,92061,CHIJ Katong Convent (Pr),0,,64060.66667,1.305853047,103.910596,keep
16,81,92239,Blk 45,0,,81807.66667,1.304380021,103.9126611,keep
16,82,92071,Marine Terr Stn Exit 4,1,['Thomson-East Coast Line'],86869.66667,1.306815,103.914746,keep
16,83,92081,St. Patrick's Sec Sch,0,,31975,1.307513386,103.9175427,keep
16,84,93011,Opp Neptune Ct,0,,36256.66667,1.308229712,103.921519,keep
16,85,93021,Opp Mandarin Gdns,0,,42425.66667,1.308677728,103.92427,keep
16,86,93121,Opp Sekolah Indonesia,0,,7369,1.310885012,103.9249885,keep
16,87,93071,Crescendo Bldg,0,,38722,1.312930145,103.9263486,keep
16,88,93081,Opp Chiang Ct,0,,20881.66667,1.31342708,103.9290333,keep
16,89,93091,Opp Siglap Sth CC,0,,15448,1.313988353,103.9315743,keep
16,90,84159,Opp Casafina/Temasek JC,0,,43871.66667,1.316649722,103.9330406,keep
16,91,84121,Aft Bedok Sth Ave 1,0,,22045.66667,1.318437,103.931033,keep
16,92,84131,Opp Panasonic,0,,14497.66667,1.321413332,103.9275731,keep
16,93,84009,Bedok Int,1,['East-West Line'],1754592.333,1.324538743,103.9290382,keep
170,1,1109,Queen St Ter,0,,5654.333333,1.303585776,103.8565037,keep
170,2,7529,JLN BESAR STN EXIT A,0,,106215.6667,1.304319063,103.8550156,keep
170,3,7531,Rochor Stn,1,['Downtown Line'],124727,1.303656444,103.8525732,keep
170,4,40011,LITTLE INDIA STN EXIT A,0,,163194,1.306064115,103.8490875,keep
170,5,40271,Opp KK Women & Child Hosp,0,,11557.66667,1.308806649,103.8463465,keep
170,6,40021,BEF WINSTEDT RD,0,,18235.33333,1.311033889,103.8427911,keep
170,7,40031,Newton FC,0,,25081.33333,1.311785095,103.8409836,keep
170,8,40041,Newton Stn Exit C,1,"['North-South Line', 'Downtown Line']",63050,1.313722231,103.8380974,keep
170,9,40051,Balmoral Plaza,0,,57173.66667,1.31588,103.83632,keep
170,10,40111,Ferrell Residences,0,,37476.33333,1.318065,103.8326256,keep
170,11,40071,Leng Kwang Baptist Ch,0,,21511,1.319180278,103.8292136,keep
170,12,40081,STEVENS STN EXIT 1,0,,50763.33333,1.320129519,103.8260526,keep
170,13,40091,Bef Lewis Rd,0,,13193.66667,1.321018073,103.8235094,keep
170,14,41011,NUS Bt Timah Campus,0,,17654.33333,1.322356111,103.8189167,keep
170,15,41021,Botanic Gdns Stn,1,"['Circle Line ', 'Downtown Line']",98491.33333,1.32265,103.81554,keep
170,16,41031,Bef Crown Ctr,0,,29570.33333,1.323068358,103.8119772,keep
170,17,41041,Coronation Plaza,0,,69590,1.323984722,103.8102992,keep
170,18,41051,Tan Kah Kee Stn,1,['Downtown Line'],66498.33333,1.326125,103.8071533,keep
170,19,41061,Chinese High Sch,0,,12021.33333,1.327053333,103.8057247,keep
170,20,41071,Opp Natl JC,0,,93423,1.328988333,103.8026628,keep
170,21,41081,Sixth Ave Stn,1,['Downtown Line'],86427,1.330823234,103.7972725,keep
170,22,42011,Sixth Ave Ctr,0,,39400,1.331614521,103.7950306,keep
170,23,42021,Aft Maple Ave,0,,8640,1.332545377,103.7923706,keep
170,24,42031,The Tessarina,0,,47010,1.333326111,103.789975,keep
170,25,42041,The Nexus,0,,66967.33333,1.334425,103.7868911,keep
170,26,42051,King Albert Pk Stn,1,['Downtown Line'],166475,1.335983056,103.7826361,keep
170,27,42061,King Albert Pk,0,,27081.33333,1.336875671,103.7803874,keep
170,28,42071,Pei Hwa Presby Pr Sch,0,,145039.6667,1.338762252,103.7769492,keep
170,29,42091,Beauty World Stn Exit B,1,['Downtown Line'],151231,1.342786369,103.7753903,keep
170,30,42111,WOH HUP BLDG,0,,23875.33333,1.345848056,103.7726286,keep
170,31,43011,Bt Regency,0,,18266.33333,1.347407,103.771195,keep
170,32,43021,Aft Old Jurong Rd,0,,18475.33333,1.351320078,103.7697953,keep
170,33,43041,Hume Pk Condo,0,,27131,1.35582941,103.7684533,keep
170,34,43051,Opp The Rail Mall,0,,28050.66667,1.359101482,103.7670504,keep
170,35,43061,Hillview Stn,1,['Downtown Line'],79823.33333,1.363011339,103.7673915,keep
170,36,43071,Opp Dairy Farm Rd,0,,4890.666667,1.365113515,103.7669801,remove
170,37,43081,Opp Assumption Eng Sch,0,,18143.66667,1.367042778,103.7657278,remove
170,38,43091,Bef Cashew Stn,1,['Downtown Line'],7955,1.368632533,103.7647411,keep
170,39,43111,Min Of Defence,0,,11942.33333,1.372299722,103.7629815,remove
170,40,44011,Opp The Linear,0,,4864.666667,1.374486067,103.7625712,remove
170,41,44021,Bt Panjang Stn Exit B,1,['Downtown Line'],129250,1.378207227,103.7617218,keep
170,42,44041,Junction 10,0,,82499,1.380950577,103.7603698,remove
170,43,44051,Opp Blk 632 CP,0,,19678.33333,1.384408117,103.7580198,remove
170,44,43991,OPP BLK 635A,0,,10103.33333,1.386207,103.7565,remove
170,45,44061,Bef Yew Tee Flyover,0,,6954.666667,1.387924999,103.7553864,remove
170,46,45011,Aft Yew Tee Flyover,0,,11078.66667,1.390215435,103.7545578,remove
170,47,45021,Heavy Veh Pk,0,,18011.66667,1.393856944,103.7538358,remove
170,48,45031,Yew Tee Ind Est,0,,5781.333333,1.396233617,103.7542187,remove
170,49,45041,Thong Huat Bros Pte Ltd,0,,4654.333333,1.40062703,103.7555616,remove
170,50,45051,Da Di Glass,0,,23493,1.403385556,103.7560103,remove
170,51,45061,Opp Mandai Est,0,,85635.33333,1.407181111,103.756063,remove
170,52,45071,Bef Mandai Rd,0,,28170.66667,1.409554336,103.7556831,remove
170,53,45091,Opp Jln Bumbong,0,,3691.666667,1.414218668,103.7552314,remove
170,54,45101,Aft LP 234,0,,732.6666667,1.418632357,103.7545715,remove
170,55,45111,Opp Kranji War Memorial,0,,1104.333333,1.421700991,103.7556625,remove
170,56,45121,Opp S'pore Turf Club,0,,10198.33333,1.424026389,103.7586322,remove
170,57,45131,Opp Kranji Stn,1,['North-South Line'],168158.3333,1.42513584,103.7610377,keep
170,58,46021,Bef W'Lands Ind Pk D St 2,0,,940,1.429198611,103.7617514,keep
170,59,46031,Kranji Lodge 1,0,,7274,1.433556293,103.7619232,keep
170,60,46041,Opp Globalfoundries,0,,2536.666667,1.43664137,103.7640558,keep
170,61,46051,Bef BKE,0,,5564,1.438970861,103.7664089,keep
170,62,46069,W'Lands Train Checkpt,0,,752481,1.442889484,103.7693383,keep
170,63,46088,Blk 25,0,,77899.33333,1.441809143,103.7710866,keep
170,64,46101,W'Lands Checkpt,0,,1236561.333,1.444608324,103.7677488,keep
170,65,46211,Johor Bahru Checkpt,0,,682563.3333,1.464917324,103.7654771,keep
170,66,46239,Larkin Ter,0,,53685,1.493903793,103.7440329,keep
170,67,46219,Johor Bahru Checkpt,0,,498936.3333,1.465426811,103.7682666,keep
170,68,46109,W'Lands Checkpt,0,,992754,1.446940936,103.7692534,keep
170,69,46069,W'Lands Train Checkpt,0,,752481,1.442889484,103.7693383,keep
170,70,46088,Blk 25,0,,77899.33333,1.441809143,103.7710866,keep
170,71,46091,Bef Bke,0,,709.6666667,1.439606164,103.7701086,keep
170,72,46059,Globalfoundries/Aft Bke,0,,16753.66667,1.43875378,103.7665647,keep
170,73,46049,Globalfoundries,0,,4611,1.43709,103.76476,keep
170,74,46039,Opp Kranji Lodge 1,0,,27134,1.433087319,103.7620018,keep
170,75,46029,Aft W'Lands Ind Pk D St 2,0,,13765.33333,1.428614236,103.7622664,keep
170,76,45139,Kranji Stn,1,['North-South Line'],689460.3333,1.425259613,103.761781,keep
170,77,45129,S'pore Turf Club,0,,6118.666667,1.423829251,103.7586346,remove
170,78,45119,Kranji War Memorial,0,,1377,1.421813457,103.7559773,remove
170,79,45109,Bef Jln Bumbong,0,,950.6666667,1.417857974,103.7547803,remove
170,80,45099,Aft Jln Bumbong,0,,4299.666667,1.413417313,103.7559131,remove
170,81,45079,Aft Mandai Rd,0,,42636,1.409593461,103.755882,remove
170,82,45069,Aft Mandai Est,0,,75311.33333,1.406939078,103.7562677,remove
170,83,45059,Opp Da Di Glass,0,,24462,1.403409526,103.756209,remove
170,84,45049,Opp Yew Tee Ind Est Blk 1,0,,12176.33333,1.397736389,103.7549928,remove
170,85,45039,Opp Yew Tee Ind Est,0,,1920.333333,1.395858174,103.7542782,remove
170,86,45029,Opp Heavy Veh Pk,0,,14575,1.393039595,103.7541486,remove
170,87,44999,Bef Yew Tee Flyover,0,,5642,1.391239722,103.7545111,remove
170,88,45019,Aft Yew Tee Flyover,0,,6356.666667,1.388299237,103.7555394,remove
170,89,44069,Aft KJE Slip Rd,0,,33809.66667,1.385920187,103.7571777,remove
170,90,44059,Blk 632 CP,0,,25698.33333,1.384496317,103.758176,remove
170,91,44049,Opp Junction 10,0,,51321.33333,1.381035238,103.7608578,remove
170,92,44029,Bt Panjang Stn Exit A/Lrt,1,['Downtown Line'],313438.6667,1.3786341,103.7621955,keep
170,93,44019,The Linear,0,,5988,1.376510955,103.76253,remove
170,94,43119,Bef Hazel Pk Terr,0,,21592,1.37337831,103.7630082,remove
170,95,43109,Cashew Stn,1,['Downtown Line'],19189.33333,1.37043731,103.7639108,keep
170,96,43099,Assumption Pathway Sch,0,,22068.66667,1.368722051,103.7649864,keep
170,97,43089,Aft Assumption Eng Sch,0,,33525.33333,1.367056642,103.7660853,keep
170,98,43069,HILLVIEW STN EXIT A,0,,91975.66667,1.362967782,103.7676858,keep
170,99,43059,The Rail Mall,0,,24157.33333,1.359408611,103.7674364,keep
170,100,43049,Opp Hume Pk Condo,0,,19141,1.35569962,103.7688514,keep
170,101,43029,Opp The Hillside,0,,13074.66667,1.352185801,103.7700085,keep
170,102,43019,Springdale Condo,0,,38354.33333,1.348201944,103.7710775,keep
170,103,42119,Southaven II,0,,25057.66667,1.345825131,103.7733028,keep
170,104,42099,Beauty World Stn Exit A,1,['Downtown Line'],111638.6667,1.341603177,103.7757938,keep
170,105,42079,Opp Pei Hwa Presby Pr Sch,0,,38706,1.339255,103.776989,keep
170,106,42059,Opp King Albert Pk Stn,1,['Downtown Line'],168622,1.336798961,103.7818015,keep
170,107,42049,Hua Guan Gdns,0,,6079,1.335803493,103.7846323,remove
170,108,42039,Opp The Nexus,0,,41857,1.334747527,103.7877987,remove
170,109,42029,Aft Swiss Club Rd,0,,18195.33333,1.333251515,103.7920617,remove
170,110,42019,Opp Sixth Ave Stn,1,['Downtown Line'],54609.66667,1.331703681,103.7965703,keep
170,111,41089,Aft Jln Naga Sari,0,,14433,1.330449211,103.7999332,keep
170,112,41079,Natl JC,0,,81005.33333,1.329403056,103.8030478,keep
170,113,41069,Opp Tan Kah Kee Stn,1,['Downtown Line'],71496.33333,1.326527778,103.8075858,keep
170,114,41049,Opp Coronation Plaza,0,,49386.66667,1.324695,103.8102625,keep
170,115,41029,Opp Botanic Gdns Stn,1,"['Circle Line ', 'Downtown Line']",47137,1.323333319,103.8163057,keep
170,116,41019,Aft Kheam Hock Rd,0,,14294.66667,1.322674441,103.8202523,remove
170,117,40099,Aft Dunkirk Ave,0,,7549.666667,1.321852352,103.8234401,remove
170,118,40089,AFT STEVENS STN EXIT 5,0,,17512.66667,1.320510556,103.8273903,remove
170,119,40079,Bef Swiss Cottage Est,0,,6106,1.319721642,103.8299146,remove
170,120,40119,Bef Goldhill Ave,0,,16979.33333,1.318897343,103.8324952,remove
170,121,40069,Anglo-Chinese Sch,0,,39176.33333,1.318303989,103.8343513,remove
170,122,40059,Chancery Ct,0,,13609.33333,1.316621389,103.8363436,remove
170,123,40049,Opp Newton Stn Exit C,1,"['North-South Line', 'Downtown Line']",28386.66667,1.314023056,103.8388464,keep
170,124,40039,Opp Newton FC,0,,24643.33333,1.312303056,103.8407256,remove
170,125,40029,Aft Makepeace Rd,0,,9378.333333,1.311423056,103.84266,remove
170,126,40279,Kk Women & Children Hosp,0,,32848,1.309819257,103.8460393,remove
170,127,40019,Little India Stn,1,"['North-East Line', 'Downtown Line']",277053.6667,1.306644045,103.8492042,keep
170,128,7539,Bef Rochor Stn Exit B,1,['Downtown Line'],74826.66667,1.304613007,103.852001,keep
170,129,1109,Queen St Ter,0,,5654.333333,1.303585776,103.8565037,keep
200,1,11379,Buona Vista Ter,0,,3890,1.309170025,103.7923632,keep
200,2,11381,Blk 10A,0,,36832.33333,1.308411379,103.7932829,keep
200,3,11181,Opp Blk 43,0,,67390.33333,1.307223333,103.7922764,keep
200,4,11369,Buona Vista Stn Exit D,1,"['Circle Line', 'East-West Line']",194936.6667,1.306325964,103.7908483,keep
200,5,18149,Essec Business Sch,0,,25181,1.302530011,103.7872414,keep
200,6,18129,Ayer Rajah Ind Est,0,,30505.33333,1.297762254,103.7857077,keep
200,7,15139,Kent Ridge Stn Exit B,1,['Circle Line'],37717.66667,1.29241,103.784585,keep
200,8,15129,Opp Sci Pk 2/The Gemini,0,,6053.333333,1.289164678,103.7840187,remove
200,9,15119,Opp Sci Pk 2/The Galen,0,,3618.666667,1.287038027,103.7850111,remove
200,10,15109,LP 30,0,,132,1.285919709,103.7858107,remove
200,11,15099,Natl Leadership Inst,0,,4403.666667,1.283056201,103.7878935,remove
200,12,15079,Aft Lor Sarhad,0,,7761.333333,1.280778937,103.7868278,remove
200,13,15221,Aft Sth Buona Vista Rd,0,,44791,1.279499235,103.7854896,remove
200,14,16201,Barossa Gdns,0,,8620.666667,1.281300632,103.7841076,remove
200,15,16011,Opp Haw Par Villa Stn,1,['Circle Line'],101546.3333,1.282777664,103.7818693,keep
200,16,16021,Opp Gloria Mansion,0,,5652.666667,1.286257931,103.7798103,keep
200,17,16031,Opp S'pore Science Pk II,0,,44370,1.28800629,103.7784648,keep
200,18,16041,OPP LUXE VILLE,0,,30713.33333,1.289308651,103.776601,keep
200,19,16051,The Crystal Tabernacle Ch,0,,9636.666667,1.290148616,103.7742604,keep
200,20,16061,Opp Heng Mui Keng Terr,0,,47897.33333,1.290462572,103.7735617,keep
200,21,16071,Opp Pasir Panjang PO,0,,12099.66667,1.291299408,103.7711722,keep
200,22,16081,Aft Palm Green Condo,0,,33379.33333,1.291957778,103.7686614,keep
200,23,16009,Kent Ridge Ter,0,,69520.66667,1.294253411,103.7698832,keep
200,24,16089,Aft Clementi Rd,0,,36834.33333,1.292011383,103.7690842,keep
200,25,16079,Bef Pasir Panjang PO,0,,13869.66667,1.291382649,103.7712984,keep
200,26,16069,Heng Mui Keng Terr,0,,52998.66667,1.290648611,103.7736967,keep
200,27,16059,Jamiyah Halfway Hse,0,,11639.33333,1.289672662,103.7759414,keep
200,28,16049,WHITEHAVEN,0,,33800.33333,1.289106964,103.7773895,keep
200,29,16039,S'pore Science Pk II,0,,44139,1.287990202,103.7787203,keep
200,30,16029,Gloria Mansion,0,,5653,1.286084722,103.7802214,keep
200,31,16019,Haw Par Villa Stn,1,['Circle Line'],124326,1.282780786,103.7821761,keep
200,32,16209,HORIZON RESIDENCES,0,,7981.666667,1.281590928,103.7840065,remove
200,33,15229,Bef Sth Buona Vista Rd,0,,40053,1.27937639,103.7857273,remove
200,34,15071,Opp Lor Sarhad,0,,9070,1.281424722,103.7870142,remove
200,35,15091,Opp Natl Leadership Inst,0,,2849,1.28290732,103.7878111,remove
200,36,15101,Opp LP 31,0,,87.33333333,1.286176111,103.7856208,remove
200,37,15111,Sci Pk 2/The Galen,0,,4165,1.286762778,103.7848417,remove
200,38,15121,Sci Pk 2/The Gemini,0,,5364.666667,1.288941421,103.7837304,remove
200,39,15131,Kent Ridge Stn,1,['Circle Line'],24038.33333,1.292543437,103.784489,keep
200,40,18121,Opp Ayer Rajah Ind Est,0,,21861.33333,1.29751168,103.7854209,keep
200,41,18141,Aft Anglo-Chinese JC,0,,42102.66667,1.304182797,103.7878809,keep
200,42,11361,Buona Vista Stn Exit C,1,"['Circle Line', 'East-West Line']",250944.6667,1.306496986,103.7905812,keep
200,43,11189,Blk 43,0,,136788.3333,1.307401389,103.7925422,keep
200,44,11389,Buona Vista CC,0,,55245,1.30906501,103.7929322,keep
200,45,11379,Buona Vista Ter,0,,3890,1.309170025,103.7923632,keep
27,1,64009,Hougang Ctrl Int,1,['North-East Line'],860117.3333,1.370606954,103.8926681,keep
27,2,64397,Block 513,0,,13047.66667,1.371948,103.890003,keep
27,3,64389,Blk 522,0,,90472,1.373138093,103.8915682,keep
27,4,64379,Punggol CC,0,,9955,1.374685008,103.8926631,keep
27,5,64579,Bet Blks 544/546,0,,36268.33333,1.37820828,103.8926806,keep
27,6,67609,Buangkok Stn Exit A,1,['North-East Line'],322818,1.383933053,103.8930398,keep
27,7,67261,Blk 203B,0,,32128.66667,1.386587413,103.8946421,keep
27,8,67209,Blk 203,0,,47912.66667,1.386908396,103.896181,keep
27,9,67199,Opp Blk 223D,0,,41921.66667,1.388948708,103.8968917,keep
27,10,67189,Opp Blk 241,0,,56289.66667,1.390599559,103.8974261,keep
27,11,67249,Blk 259C,0,,32198.33333,1.393765715,103.8985042,keep
27,12,67259,Compassvale Stn Exit B,0,,67355.33333,1.394653861,103.9004624,keep
27,13,65061,Blk 298A,0,,210786,1.39490129,103.9018595,keep
27,14,65199,Aft Punggol Rd,0,,671213.3333,1.395917212,103.9054274,keep
27,15,75359,IKEA Tampines/Aft TPE,0,,155221.6667,1.3743865,103.9314795,keep
27,16,75369,Bef Tampines Lk,0,,22969,1.370796304,103.9305653,keep
27,17,75319,Aft Tampines Lk,0,,30346.66667,1.367593,103.931091,keep
27,18,75299,Bef Tampines Ave 9,0,,34602,1.364115,103.931119,keep
27,19,75289,Opp Blks 741/742,0,,30417.33333,1.360456672,103.9333167,keep
27,20,75279,Opp Blk 721,0,,103675,1.36047494,103.936204,keep
27,21,76549,Opp Citylife@ Tampines,0,,94195.66667,1.360559,103.940515,keep
27,22,76191,BLK 401,0,,287936.6667,1.356943886,103.9447745,keep
27,23,76149,Opp Tampines Stn/Int,1,"['Downtown Line', 'East-West Line']",111480.6667,1.353707285,103.9463671,keep
27,24,76139,Opp Century Sq,0,,136221.3333,1.351626918,103.9438501,keep
27,25,76069,Blk 147,0,,149446,1.348753421,103.9420863,keep
27,26,95151,Airport Police Stn,0,,88523,1.3420964,103.981818,keep
27,27,95011,Aft Aircraft Flyover,0,,11354,1.347194863,103.9840606,keep
27,28,95109,Changi Airport Ter 3,0,,319631,1.356500495,103.9863523,keep
27,29,95029,Changi Airport Ter 1,0,,423749.3333,1.361267487,103.9906998,keep
27,30,95129,Changi Airport Ter 2,0,,147354.3333,1.355092989,103.9892195,keep
27,31,95019,Aft Changi Airport Ter 2,0,,21389.66667,1.347942999,103.9848834,keep
27,32,95159,Near SATS Flight Kitchen,0,,74118.66667,1.341914653,103.9822505,keep
27,33,76061,Blk 938,0,,166023.3333,1.348201944,103.9418981,keep
27,34,76131,UOB Tampines Ctr,0,,128999.6667,1.35184112,103.9425413,keep
27,35,76141,Tampines Stn/Int,1,"['Downtown Line', 'East-West Line']",220452.3333,1.353666891,103.9460906,keep
27,36,76199,BLK 503,0,,295995,1.356600163,103.9453543,keep
27,37,76541,Citylife@ Tampines,0,,72760,1.360247,103.940633,keep
27,38,75271,Blk 721,0,,81937.66667,1.360248334,103.936015,keep
27,39,75281,Blk 742A,0,,50229,1.360227893,103.9336381,keep
27,40,75291,Aft Tampines Ave 9,0,,39427.66667,1.364015,103.930753,keep
27,41,75311,Bef Tampines Lk,0,,46567.66667,1.367478,103.930734,keep
27,42,75361,Bef Tampines Ind Ave 5,0,,28897.66667,1.370644155,103.9303023,keep
27,43,75351,Tampines Wafer Fab Pk,0,,121821.3333,1.373641638,103.930775,keep
27,44,65191,Bef Punggol Rd,0,,722534,1.395273569,103.9054,keep
27,45,65069,Blk 190C,0,,207589,1.395043822,103.9023682,keep
27,46,67251,Compassvale Stn Exit A,0,,64943,1.394428622,103.9003122,keep
27,47,67241,Blk 248A,0,,28716.33333,1.392996122,103.8984414,keep
27,48,67181,Blk 240,0,,70708,1.39101786,103.8977802,keep
27,49,67191,Blk 223D,0,,57033.66667,1.3890889,103.8971088,keep
27,50,67201,Blk 206A,0,,50368.66667,1.386697098,103.8962889,keep
27,51,67269,Opp Blk 203A,0,,18749,1.386054076,103.8951336,keep
27,52,67601,Buangkok Stn Exit B,1,['North-East Line'],306318.6667,1.383344707,103.8932683,keep
27,53,64571,Blk 438,0,,28281.33333,1.37811157,103.8929649,remove
27,54,64371,Opp Punggol CC,0,,12888.66667,1.37447444,103.8928943,remove
27,55,64381,Hougang Stn Exit C,1,['North-East Line'],181261.6667,1.372882451,103.8917038,keep
27,56,64391,Blk 831,0,,26539,1.371454149,103.8897657,keep
27,57,64009,Hougang Ctrl Int,1,['North-East Line'],860117.3333,1.370606954,103.8926681,keep
